,pic_id,screen_name,user_id,lang,location,protected,followers_count,friends_count,statuses_count,favourites_count,account_created_at,verified,num.tweets.used.Lexicon.prediction,Lexicon.age.prediction,Lexicon.gender.prediction..index.,lexicon.gender.prediction,human.labeled.age,age
998,2996,Thrillho22,9.77e+17,en,"Dallas, TX",0,0.0007407149027324378,0.0076830701289981014,0.0276190496703505,0.26083363503281964,0.8376992441031875,0.0,0.6153846153846154,0.2162295578218549,0.4193194323984924,1.0,0.23214285714285715,1.0
999,2999,thvggadej,7.25e+17,en,"Berlin, MD",0,0.0007448185864040856,0.004635667523210619,0.010071486879712932,0.012159801035747453,0.6916861585799778,0.0,0.6153846153846154,0.0,0.6641398823371383,0.0,0.10714285714285714,0.0
1000,3000,TiannaDeGroff,325686352.0,en,"West Palm Beach, FL",0,0.0019738718460626183,0.003408958847152099,0.0762986208783043,0.04628070120207569,0.32007142396560045,0.0,0.6153846153846154,0.2537695460585954,0.5739033161950448,0.0,0.14285714285714285,0.0
1001,3001,tianrossi,628555716.0,en,"Chicago, IL",0,0.0005970859742247628,0.003886729594669628,0.00633237199023867,0.021780079438786487,0.39879482293222807,0.0,0.6153846153846154,0.23469687938016207,0.35220298265551014,1.0,0.16071428571428573,1.0
1002,3002,tiaralo_,3045162669.0,en,"Decatur, GA",0,0.0009089659332699998,0.0030344898828816034,0.1950004415429449,0.3152182467849329,0.6005723509067852,0.0,0.5664335664335665,0.2059127150692345,0.44453867995816215,1.0,0.17857142857142858,1.0
1003,3007,tiinyy__,4107238905.0,en,Georgia,0,0.0020518418358239274,0.006921219477551231,0.00035323435591807546,0.00036203938358859734,0.6546669978963794,0.0,0.7062937062937062,0.22934777871379167,0.45477492859856605,1.0,0.125,0.0
1004,3012,timmy_albers,1167292663.0,en,"Washington, DC",0,0.0005047530916126861,0.003731776919799078,0.0076483853528358904,0.008030453283802148,0.4449728555885729,0.0,0.6153846153846154,0.28606059404463274,0.34685588516816485,1.0,0.625,1.0
1005,3015,TJD2755,2962548034.0,en,"Youngstown, OH",0,0.0014814298054648756,0.015482354764149116,0.02921506587605351,0.10293986473369117,0.591058025977163,0.0,0.6153846153846154,0.181307583440085,0.2953873363066195,1.0,0.08928571428571429,0.0
1007,3025,tom7275,38855817.0,en,wilmington delaware  _êå__,0,0.0004083165253289615,0.0012525341218702789,0.021396524949330253,0.006054977516829585,0.15580317527252247,0.0,0.6153846153846154,0.0907600889020067,0.38800852624351345,1.0,0.19642857142857142,1.0
1008,3026,Tomm117,265808439.0,en,Maple Valley,0,0.0004493533620454401,0.005113438270728149,0.014359838115279324,0.016425569424987015,0.29763899402280486,0.0,0.6153846153846154,0.19825619283040102,0.28148888854540094,1.0,0.125,0.0
